CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
41562538,SOUTHERN HOSPITALITY,MANHATTAN,645,9 AVENUE,10036,2122651000,Barbecue,05/02/2016,No violations were recorded at the time of this inspection.,,,Not Applicable,0,A,05/02/2016,06/18/2018,Cycle Inspection / Re-inspection
40675892,DINER,BROOKLYN,85,BROADWAY,11249,7184863077,American,04/14/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41?º F (smoked fish and reduced oxygen packaged foods above 38 ?ºF) except during necessary preparation.,Critical,21,,,06/18/2018,Cycle Inspection / Initial Inspection
41659848,LA BRISA DEL CIBAO,QUEENS,3779,103 STREET,11368,7182054941,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",04/05/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,14,B,04/05/2016,06/18/2018,Cycle Inspection / Re-inspection
41620090,SUSHI SPOT II,BROOKLYN,426,KINGSTON AVENUE,11225,7187564040,Jewish/Kosher,12/20/2016,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,23,,,06/18/2018,Cycle Inspection / Initial Inspection
50069103,MAISON KAYSER,MANHATTAN,575,LEXINGTON AVE,10022,2125206700,Bakery,10/13/2017,Violations were cited in the following area(s).,20D,"Choking first aid poster not posted. Alcohol and pregnancy warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.",Not Critical,,,,06/18/2018,Administrative Miscellaneous / Initial Inspection
40931477,EUROPA CAFE,MANHATTAN,515,MADISON AVENUE,10022,2127549774,Sandwiches/Salads/Mixed Buffet,03/01/2017,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140?º F.,Critical,20,,,06/18/2018,Cycle Inspection / Initial Inspection
40745610,MILAN SPORTS BAR,QUEENS,7311,METROPOLITAN AVENUE,11379,7187023888,Italian,07/22/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,11,A,07/22/2015,06/18/2018,Cycle Inspection / Initial Inspection
50045844,HOT SPOT NABE,BROOKLYN,7204,18TH AVE,11204,7183311818,Chinese/Japanese,05/31/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,05/31/2018,06/18/2018,Cycle Inspection / Initial Inspection
40388640,THE CORNELL CENTER OF NEW YORK,MANHATTAN,6,EAST   44 STREET,10017,2129860300,American,09/02/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,22,,,06/18/2018,Cycle Inspection / Initial Inspection
41378691,WHITE CASTLE,STATEN ISLAND,2238,FOREST AVENUE,10303,7188161610,Hamburgers,04/20/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,04/20/2016,06/18/2018,Cycle Inspection / Initial Inspection
41215997,MCDONALD'S,BRONX,36,WEST FORDHAM ROAD,10468,7189332183,Hamburgers,10/07/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,46,,,06/18/2018,Cycle Inspection / Initial Inspection
40400686,PEKING DUCK HOUSE,MANHATTAN,236,EAST   53 STREET,10022,2127598260,Chinese,05/27/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41?º F (smoked fish and reduced oxygen packaged foods above 38 ?ºF) except during necessary preparation.,Critical,11,A,05/27/2015,06/18/2018,Cycle Inspection / Re-inspection
50035307,RAZOR'S BAR & LOUNGE,BROOKLYN,87,CENTRAL AVE,11206,6466898572,Spanish,05/20/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,,,06/18/2018,Inter-Agency Task Force / Initial Inspection
50009731,CAFFE BENE,QUEENS,4131,QUEENS BLVD,11104,7187291180,Caf?©/Coffee/Tea,07/27/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,6,A,07/27/2016,06/18/2018,Cycle Inspection / Initial Inspection
41424897,TACO BELL PIZZA HUT,QUEENS,3078,STEINWAY STREET,11103,7187260194,American,09/28/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,39,,,06/18/2018,Cycle Inspection / Initial Inspection
40550801,CARVEL ICE CREAM,BRONX,1250,CASTLE HILL AVE,10462,7188243830,"Ice Cream, Gelato, Yogurt, Ices",04/03/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,04/03/2017,06/18/2018,Cycle Inspection / Re-inspection
50070589,OCHA THAI CUISINE,QUEENS,12432A,QUEENS BLVD,11415,7182610008,Thai,01/09/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,5,,,06/18/2018,Pre-permit (Non-operational) / Initial Inspection
41322152,1 2 3 BURGER SHOT BEER,MANHATTAN,738,10 AVENUE,10019,2123150123,American,12/08/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,12/08/2017,06/18/2018,Cycle Inspection / Initial Inspection
40614552,SEA GATE BEACH CLUB,BROOKLYN,3700,SURF AVENUE,11224,7189966550,American,07/20/2017,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,13,A,07/20/2017,06/18/2018,Cycle Inspection / Initial Inspection
41658484,LEN'S PAPAYA,MANHATTAN,4,SOUTH STREET,10004,2127479199,Hotdogs/Pretzels,07/10/2015,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,20,,,06/18/2018,Cycle Inspection / Initial Inspection
41621706,CAFE BENCH,QUEENS,19409,NORTHERN BOULEVARD,11358,7182240703,American,11/10/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,11/10/2016,06/18/2018,Cycle Inspection / Initial Inspection
50008087,NEW TONY'S DRAGON GARDEN,QUEENS,10718,LIBERTY AVE,11417,7188488989,Chinese,05/09/2017,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,10,A,05/09/2017,06/18/2018,Cycle Inspection / Re-inspection
50018324,SHELLEY'S KITCHEN,MANHATTAN,90,PARK AVE,10016,2126828808,American,09/26/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,17,,,06/18/2018,Cycle Inspection / Initial Inspection
41638854,ANTONIO'S PIZZERIA,BROOKLYN,32,COURT STREET,11201,7182371700,Pizza,07/06/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,07/06/2017,06/18/2018,Cycle Inspection / Initial Inspection
41165123,PICA PICA RESTAURANT,BROOKLYN,392,BROADWAY,11211,7185992165,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",12/06/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9,A,12/06/2017,06/18/2018,Cycle Inspection / Initial Inspection
50017748,Home Chef International Flavors,QUEENS,23114,MERRICK BLVD,11413,7187495745,Caribbean,09/09/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,09/09/2016,06/18/2018,Cycle Inspection / Re-inspection
50041317,HELLO BROOKLYN,BROOKLYN,234,UNION AVE,11211,3479873008,American,06/07/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,53,C,06/07/2017,06/18/2018,Cycle Inspection / Re-inspection
40654823,BLONDIES,MANHATTAN,212,WEST   79 STREET,10024,2123624360,American,11/14/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,40,C,11/14/2017,06/18/2018,Cycle Inspection / Re-inspection
41382996,NOI DUE,MANHATTAN,143,WEST   69 STREET,10023,2127122222,Jewish/Kosher,04/02/2015,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,10,A,04/02/2015,06/18/2018,Cycle Inspection / Re-inspection
50000796,EL NUEVO BOHIO RESTAURANT,BRONX,1155,WEBSTER AVE,10456,7182932954,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",04/17/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,47,,,06/18/2018,Cycle Inspection / Initial Inspection
41426318,NEW FOO SHUN RESTAURANT,BROOKLYN,2538,PITKIN AVENUE,11208,7188277996,Chinese,09/11/2017,No violations were recorded at the time of this inspection.,,,Not Applicable,0,A,09/11/2017,06/18/2018,Cycle Inspection / Re-inspection
41696038,LILY BLOOM BAKERY,BROOKLYN,2220,86 STREET,11214,7189968883,Bakery,04/20/2016,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,11,A,04/20/2016,06/18/2018,Cycle Inspection / Re-inspection
41524567,SWEETNESS,BROOKLYN,1150,CONEY ISLAND AVENUE,11230,7184211150,Pakistani,01/11/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,39,,,06/18/2018,Cycle Inspection / Initial Inspection
40393378,E.J LUNCHEONETTE,MANHATTAN,1271,THIRD AVENUE,10021,2124720600,American,06/18/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,43,,,06/18/2018,Cycle Inspection / Initial Inspection
41433469,THE CAPITAL GRILLE,MANHATTAN,120,BROADWAY,10271,2123741811,American,10/06/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,14,,,06/18/2018,Cycle Inspection / Initial Inspection
40515448,FREDDIE & PEPPER'S PIZZA,MANHATTAN,303,AMSTERDAM AVENUE,10023,2127992378,Pizza,02/08/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9,A,02/08/2017,06/18/2018,Cycle Inspection / Re-inspection
50011586,EASTERN CHINESE RESTAURANT,QUEENS,2105,BROADWAY,11106,7182787333,Chinese,07/30/2016,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,15,,,06/18/2018,Cycle Inspection / Initial Inspection
50010592,DELICIAS BAKERY,BRONX,215,E 167TH ST,10456,7189922055,Bakery,08/01/2015,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,08/01/2015,06/18/2018,Cycle Inspection / Re-inspection
50016144,SLIDE BAR-B-Q,QUEENS,5275,65TH PL,11378,7185650505,American,10/13/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41?º F (smoked fish and reduced oxygen packaged foods above 38 ?ºF) except during necessary preparation.,Critical,33,,,06/18/2018,Cycle Inspection / Initial Inspection
41382903,THE LEXINGTON SOCIAL,MANHATTAN,1634,LEXINGTON AVENUE,10029,6464100099,American,02/24/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,02/24/2018,06/18/2018,Cycle Inspection / Re-inspection
50013286,THE PIKE,QUEENS,27102,UNION TPKE,11040,7183478052,American,04/18/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,28,,,06/18/2018,Cycle Inspection / Initial Inspection
41121747,BZ GRILL,QUEENS,2702,ASTORIA BOULEVARD,11102,7189327858,Greek,03/25/2015,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,12,A,03/25/2015,06/18/2018,Cycle Inspection / Initial Inspection
50044714,THE HIDEOUT TAVERN,BRONX,143,E 233RD ST,10470,3472751105,Other,02/04/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,7,A,02/04/2016,06/18/2018,Pre-permit (Operational) / Initial Inspection
50013555,GRILL ON THE HILL,MANHATTAN,1624,AMSTERDAM AVE,10031,5165093038,American,09/07/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,39,,,06/18/2018,Cycle Inspection / Initial Inspection
50034210,STREETBIRD,MANHATTAN,2149,FREDERICK DOUGLASS BOULEVARD,10026,2122062557,American,05/05/2016,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,25,,,06/18/2018,Cycle Inspection / Initial Inspection
41080427,COCONUT PALM BAR AND GRILL,BRONX,2407,WESTCHESTER AVENUE,10461,7185978700,Caribbean,08/13/2016,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,,,06/18/2018,Cycle Inspection / Initial Inspection
41189176,PARK CAFE,MANHATTAN,861,7 AVENUE,10019,2123154567,American,08/09/2017,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,11,A,08/09/2017,06/18/2018,Cycle Inspection / Re-inspection
41682097,NO. 1 CHINESE RESTAURANT,BROOKLYN,1067,RALPH AVENUE,11236,7182516868,Chinese,03/03/2018,Violations were cited in the following area(s).,15F,,Not Applicable,,,,06/18/2018,Smoke-Free Air Act / Initial Inspection
50014886,NEW LUCKY CHINESE RESTAURANT,BROOKLYN,6619,FORT HAMILTON PKWY,11219,7188338373,Chinese,03/28/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,26,B,03/28/2015,06/18/2018,Cycle Inspection / Re-inspection
50019154,BLUE AGAVE,BROOKLYN,7201,16TH AVE,11204,7187585822,Mexican,06/04/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,06/04/2018,06/18/2018,Cycle Inspection / Initial Inspection
41271454,KATSUHAMA 47,MANHATTAN,11,EAST 47 STREET,10017,2127585909,Japanese,09/26/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,29,,,06/18/2018,Cycle Inspection / Initial Inspection
41395513,CLUB BAR #1 (FIRST BASE),QUEENS,0,126th st & ROOSEVELT AVENUE,11368,7185958100,American,06/13/2017,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,7,A,06/13/2017,06/18/2018,Cycle Inspection / Initial Inspection
41264671,BROTHER JIMMY'S BBQ,MANHATTAN,416,8 AVENUE,10001,2129677603,Barbecue,07/06/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140?º F.,Critical,29,,,06/18/2018,Cycle Inspection / Initial Inspection
40401066,SALAM CAFE & REST,MANHATTAN,104,W. 13TH ST. (UNIT ONE),10011,2127410277,Middle Eastern,07/08/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,19,,,06/18/2018,Cycle Inspection / Initial Inspection
50058023,OLIVER COFFEE,MANHATTAN,5,OLIVER ST,10038,4153176266,Caf?©/Coffee/Tea,08/29/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,28,,,06/18/2018,Cycle Inspection / Initial Inspection
41697049,JAMAICAN FLAVORS,QUEENS,11706,FARMERS BOULEVARD,11412,7182767661,Caribbean,02/06/2015,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140?º F.,Critical,7,A,02/06/2015,06/18/2018,Cycle Inspection / Re-inspection
50058158,DERA RESTAURANT,MANHATTAN,103,LEXINGTON AVE,10016,2122529600,Indian,08/22/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,8,,,06/18/2018,Cycle Inspection / Initial Inspection
50071636,PERI PERI,BROOKLYN,235,MALCOLM X BLVD,11233,9175147449,Portuguese,03/26/2018,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,5,Not Yet Graded,,06/18/2018,Pre-permit (Non-operational) / Initial Inspection
41042427,VILLAGE EAST CINEMAS,MANHATTAN,181,2 AVENUE,10003,2125297098,American,06/02/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,06/02/2016,06/18/2018,Cycle Inspection / Re-inspection
41313271,GOLDEN PUNJAB INDIAN RESTAURANT,QUEENS,13002,101 AVENUE,11419,7188491820,Indian,06/01/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,17,B,06/01/2017,06/18/2018,Cycle Inspection / Re-inspection
50058425,YIN TRADITIONAL HOT POT,QUEENS,135-25A,40TH RD,11354,9177431282,Chinese,02/01/2017,Violations were cited in the following area(s).,20A,Food allergy information poster not conspicuously posted where food is being prepared or processed by food workers.,Not Critical,,,,06/18/2018,Administrative Miscellaneous / Re-inspection
41685305,BONAO CHIMI RESTAURANT,QUEENS,7614,JAMAICA AVENUE,11421,3478293089,Spanish,08/09/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,18,B,08/09/2016,06/18/2018,Cycle Inspection / Re-inspection
50017001,KENNEDY FRIED CHICKEN,BRONX,638,E 169TH ST,10456,7188936325,Chicken,03/21/2018,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,9,A,03/21/2018,06/18/2018,Cycle Inspection / Initial Inspection
41012338,SLAINTE,MANHATTAN,304,BOWERY,10012,2122537030,Irish,03/13/2018,Violations were cited in the following area(s).,15F,,Not Applicable,,,,06/18/2018,Smoke-Free Air Act / Initial Inspection
50036480,EMPIRE CHINESE,BROOKLYN,2702,AVENUE U,11229,7183003083,Chinese,02/03/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,24,,,06/18/2018,Cycle Inspection / Initial Inspection
50044197,BUFFALO WILD WINGS GRILL & BAR,QUEENS,13415,20TH AVE,11356,7183539453,Chicken,03/23/2018,Violations were cited in the following area(s).,16C,"Caloric content not posted on menus, menu boards or food tags, in a food service establishment that is 1 of 15 or more outlets operating the same type of business nationally under common ownership or control, or as a franchise or doing business under the same name, for each menu item that is served in portions, the size and content of which are standardized.",Not Critical,,,,06/18/2018,Calorie Posting / Initial Inspection
41535549,PRONTO PIZZA,STATEN ISLAND,738,FOREST AVENUE,10310,7184481166,Italian,07/28/2015,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,Not Critical,,,,06/18/2018,Administrative Miscellaneous / Initial Inspection
41348744,POINT BRAZIL,QUEENS,3801,31 AVENUE,11103,7182781934,Brazilian,11/09/2017,Violations were cited in the following area(s).,02A,Food not cooked to required minimum temperature.,Critical,13,A,11/09/2017,06/18/2018,Cycle Inspection / Re-inspection
50050281,cafe paulette,BROOKLYN,1,S ELLIOTT PL,11217,7188528582,French,01/05/2018,No violations were recorded at the time of this inspection.,,,Not Applicable,0,,,06/18/2018,Cycle Inspection / Initial Inspection
41475817,ARGO TEA CAFE,MANHATTAN,1792,BROADWAY,10019,6465027250,Caf?©/Coffee/Tea,05/23/2016,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140?º F.,Critical,12,A,05/23/2016,06/18/2018,Cycle Inspection / Initial Inspection
50046787,EL RODEO,QUEENS,4550,46TH ST,11104,3472039064,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",06/22/2016,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,06/22/2016,06/18/2018,Pre-permit (Operational) / Re-inspection
50000740,AMAN RESTAURANT,BRONX,3594,JEROME AVE,10467,7187085853,Indian,06/16/2015,Violations were cited in the following area(s).,02G,Cold food item held above 41?º F (smoked fish and reduced oxygen packaged foods above 38 ?ºF) except during necessary preparation.,Critical,20,B,06/16/2015,06/18/2018,Cycle Inspection / Re-inspection
50017499,NISI,MANHATTAN,300-302,BLEECKER ST,10014,2127277463,Seafood,02/07/2017,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,11,A,02/07/2017,06/18/2018,Cycle Inspection / Re-inspection
50048385,Thai Diva,QUEENS,4553,46TH ST,11377,9292080282,Thai,07/27/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,07/27/2016,06/18/2018,Pre-permit (Operational) / Initial Inspection
50047834,SUBWAY,BROOKLYN,7810,FLATLANDS AVE,11236,7185315003,Sandwiches,02/14/2017,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,17,,,06/18/2018,Cycle Inspection / Initial Inspection
50015341,FORMERLY CROWS,MANHATTAN,85,WASHINGTON PL,10011,2123610077,American,07/12/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9,A,07/12/2016,06/18/2018,Cycle Inspection / Initial Inspection
50009804,PIE PIE PIZZA,MANHATTAN,924,COLUMBUS AVE,10025,2122224022,Pizza,09/11/2017,Violations were cited in the following area(s).,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Critical,21,,,06/18/2018,Cycle Inspection / Initial Inspection
40852754,THE WILLIAMSBRIDGE TAVERN,BRONX,1556,WILLIAMSBRIDGE RD,10461,7188228430,American,11/28/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,11/28/2017,06/18/2018,Cycle Inspection / Initial Inspection
50006285,DUNKIN' DONUTS,MANHATTAN,200,W 54TH ST,10019,2127577754,Donuts,04/12/2018,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,9,A,04/12/2018,06/18/2018,Cycle Inspection / Initial Inspection
41689822,PIG AND KHAO,MANHATTAN,68,CLINTON STREET,10002,2129204485,Thai,04/08/2015,Violations were cited in the following area(s).,09B,Thawing procedures improper.,Not Critical,12,A,04/08/2015,06/18/2018,Cycle Inspection / Re-inspection
41663204,54 BELOW,MANHATTAN,254,WEST   54 STREET,10019,6464763551,American,05/13/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,05/13/2015,06/18/2018,Cycle Inspection / Initial Inspection
50061459,MUSIC HALL OF WILLIAMSBURG,BROOKLYN,66,N 6TH ST,11249,9174551282,American,05/30/2018,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,9,A,05/30/2018,06/18/2018,Cycle Inspection / Initial Inspection
41643561,JERUSALEM CAFE,MANHATTAN,35,WEST   36 STREET,10018,2123981475,Jewish/Kosher,08/26/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,,,06/18/2018,Cycle Inspection / Initial Inspection
50043178,BOSTON MARKET,BROOKLYN,1340,PENNSYLVANIA AVE,11239,3475494952,Chicken,01/08/2018,Violations were cited in the following area(s).,22F,,Not Applicable,10,A,01/08/2018,06/18/2018,Cycle Inspection / Initial Inspection
41413315,GEORGE'S DINER-CAFE,BRONX,2369,WESTCHESTER AVENUE,10462,7188281170,American,11/20/2015,Establishment re-opened by DOHMH,02G,Cold food item held above 41?º F (smoked fish and reduced oxygen packaged foods above 38 ?ºF) except during necessary preparation.,Critical,18,P,11/20/2015,06/18/2018,Cycle Inspection / Reopening Inspection
50060763,NIKAS MARKET DELIGHTS,BRONX,42,W 183RD ST,10453,7187084883,Caribbean,07/25/2017,Violations were cited in the following area(s).,03A,Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.,Critical,23,,,06/18/2018,Cycle Inspection / Initial Inspection
40525206,FULL MOON PIZZA,BRONX,600,EAST  187 STREET,10458,7185843451,Pizza/Italian,04/17/2018,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,12,A,04/17/2018,06/18/2018,Cycle Inspection / Re-inspection
41420952,LA CASA DE LOS ANOJITOS,QUEENS,8108,37 AVENUE,11372,7187792949,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",03/28/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,24,,,06/18/2018,Cycle Inspection / Initial Inspection
41213051,OVELIA RESTAURANT,QUEENS,3401,30 AVENUE,11103,7187217217,Greek,02/25/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,,,06/18/2018,Cycle Inspection / Initial Inspection
